# Injection truth table -- cmf2.00_n600_s2032_iso  seed=2032
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.101 M_sun
# 1 of 600 draws discarded: the background column of the real source drawn lies outside every embedding rung
# 599 cores assigned to 67 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.101 versus 0.0643 M_sun, median |log10 ratio| 0.186 dex
# drawn contrast versus node contrast at the drawn column: median 1.218 versus 1.240, median |log10 ratio| 0.011 dex
# drawn observed size versus node size FWHMSDbs: median 40.6 versus 41.7 arcsec, median |log10 ratio| 0.061 dex
# target background column: median 4.88e+21 cm^-2 (5th 3.07e+21, 95th 1.54e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.67 +/- 0.10  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.58 +/- 0.17  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  001  i04j16k07       338    387    2.089e+22    2.400e+22    8.24    4.688e-19  4.9715   293.15    47.41  1
  002  i04j14k07       326    312    3.424e+22    2.400e+22    8.29    3.863e-19  2.1087    99.15    49.47  1
  003  i03j12k08       245    427    1.321e+22    1.200e+22    9.67    8.537e-20  0.8945    55.27    74.38  1
  004  i03j11k08       351    446    1.013e+22    1.200e+22    9.78    5.947e-20  0.5826    49.61    73.10  1
  005  i03j11k08       539    395    1.095e+22    1.200e+22    9.78    5.947e-20  0.5826    49.61    73.10  1
  006  i03j11k08       626    474    1.048e+22    1.200e+22    9.78    5.947e-20  0.5826    49.61    73.10  1
  007  i03j11k08       244     90    9.368e+21    1.200e+22    9.78    5.947e-20  0.5826    49.61    73.10  1
  008  i03j10k08       523    285    1.056e+22    1.200e+22    9.88    4.058e-20  0.3789    46.31    71.51  1
  009  i02j10k08       859    565    8.623e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  010  i02j10k08       142    678    8.080e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  011  i02j10k08       887    599    6.939e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  012  i02j10k08       642    362    8.978e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  013  i02j10k08       878    459    6.742e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  014  i02j10k08       345    210    8.822e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  015  i02j10k08       371    564    8.681e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  016  i02j10k08       784    588    7.916e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  017  i02j09k08       449    903    5.210e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  018  i02j09k08       404    635    5.235e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  019  i02j09k08       575    603    6.163e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  020  i02j09k08       593    799    4.592e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  021  i02j09k08       361    134    7.610e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  022  i02j09k08       476     42    7.991e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  023  i02j09k08       675    724    5.736e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  024  i02j09k08       869    694    6.756e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  025  i02j09k08       290    681    4.902e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  026  i02j09k08       266    591    5.647e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  027  i03j09k08       105    172    1.182e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  028  i03j09k08       449    284    9.427e+21    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  029  i03j09k08       510    356    1.060e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  030  i03j09k08       618    522    1.056e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  031  i02j08k08       547    859    5.945e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  032  i02j08k08       147    749    5.684e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  033  i02j08k08       219    773    5.803e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  034  i02j08k08       683    273    5.765e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  035  i02j08k08       729    381    6.020e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  036  i02j08k08       932    566    5.347e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  037  i02j08k08       828    459    5.141e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  038  i02j08k08       559    223    5.950e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  039  i02j08k08       636    776    4.797e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  040  i02j08k08       520     52    5.173e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  041  i02j08k08       686    151    4.789e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  042  i02j08k08       545    553    6.685e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  043  i02j08k08        77    851    6.496e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  044  i02j08k08       477    727    4.484e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  045  i02j08k08       731    760    5.513e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  046  i02j08k08       650    206    5.598e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  047  i02j08k08       638    267    5.953e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  048  i02j08k08       886    405    6.668e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  049  i02j08k08       426    709    5.479e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  050  i02j08k08       674    659    6.677e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  051  i02j08k08       844    847    6.666e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  052  i02j08k08       269    836    4.436e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  053  i02j08k08       469    788    5.558e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  054  i02j08k08       286    903    4.688e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  055  i02j08k08        62    924    6.268e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  056  i02j08k08       892    785    4.625e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  057  i01j08k08       338    745    4.141e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  058  i01j08k08       589    180    4.237e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  059  i01j07k08       223    880    4.144e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  060  i01j07k08       792    263    3.559e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  061  i01j07k08       710    928    4.330e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  062  i01j07k08       834    937    4.350e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  063  i01j07k08       584    107    4.320e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  064  i01j07k08       653    122    3.968e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  065  i01j07k08       768    125    3.918e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  066  i01j07k08       687    851    4.172e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  067  i02j07k08        95    890    5.368e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  068  i02j07k08       890    735    5.650e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  069  i02j07k08       146    873    4.561e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  070  i02j07k08       505    662    4.481e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  071  i02j07k08       284    737    5.001e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  072  i02j07k08       819    163    4.467e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  073  i02j07k08       180    806    4.466e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  074  i02j07k08       215    639    5.808e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  075  i02j07k08       615    836    4.808e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  076  i02j07k08       528    133    5.753e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  077  i02j07k08       458    830    4.514e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  078  i02j07k08       922    835    4.517e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  079  i02j07k08       365    933    4.610e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  080  i02j07k08       443    611    5.728e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  081  i02j07k08       733    883    5.698e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  082  i02j07k08       856    371    4.589e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  083  i02j07k08       784    381    4.982e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  084  i02j07k08       332    887    4.608e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  085  i02j07k08       129    792    5.028e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  086  i02j07k08       567    930    4.525e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  087  i01j06k08       906    299    2.925e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  088  i01j06k08       752    308    3.539e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  089  i01j06k08       317    808    4.048e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  090  i01j06k08       834    297    3.568e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  091  i01j06k08       885    158    2.896e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  092  i01j06k08       645    905    3.696e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  093  i01j06k08       700    108    3.555e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  094  i01j06k08       784    337    3.803e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  095  i01j06k08       631     42    3.811e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  096  i01j06k08       590     65    3.994e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  097  i01j06k08       820     82    3.138e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  098  i01j06k08       848    225    3.476e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  099  i01j06k08       906    103    2.684e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  100  i01j06k08       673     53    3.172e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  101  i01j06k08       924     55    2.827e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  102  i01j06k08       446    663    4.206e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  103  i01j06k08       735     46    3.191e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  104  i01j06k08       411    865    4.106e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  105  i01j06k08       937    368    3.600e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  106  i01j06k08       406    785    4.101e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  107  i01j06k08       364    810    4.204e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  108  i01j06k08       934    145    2.900e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  109  i01j06k08       182    937    3.794e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  110  i01j06k08       886    903    4.198e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  111  i01j06k08       932    197    2.829e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  112  i01j06k08       228    937    3.942e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  113  i04j13k06       269    276    4.310e+22    2.400e+22    8.10    9.957e-19  1.3734    67.07    34.57  1
  114  i04j12k03       190    216    2.532e+22    2.400e+22    7.22    1.838e-17  0.8943    62.91    20.19  1
  115  i03j11k07       224    144    1.434e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  116  i03j11k07       735    545    1.522e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  117  i03j11k07       218    321    1.580e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  118  i04j10k07       179    434    1.894e+22    2.400e+22    8.51    1.667e-19  0.3795    31.58    44.57  1
  119  i03j10k07       791    513    1.632e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  120  i03j10k07       559    479    1.381e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  121  i03j10k07       727    509    1.657e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  122  i03j10k07       566    370    1.338e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  123  i03j10k07       593    383    1.333e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  124  i03j10k07       283    380    1.457e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  125  i02j10k07        85    747    7.306e+21    6.000e+21   10.67    1.710e-19  0.3794    30.14    43.84  1
  126  i04j09k07       216    536    1.836e+22    2.400e+22    8.57    1.129e-19  0.2468    29.15    43.29  1
  127  i03j09k07       838    757    1.244e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  128  i03j09k07       740    653    9.846e+21    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  129  i03j09k07       276    464    1.298e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  130  i03j09k07       678    457    1.283e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  131  i02j09k07       115    936    5.197e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  132  i02j09k07       179    672    6.938e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  133  i02j09k07       456    868    5.222e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  134  i02j09k07       305     37    8.968e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  135  i02j09k07        71    491    8.107e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  136  i02j09k07       882    513    9.163e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  137  i02j09k07       788    890    7.034e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  138  i03j08k07       657    413    1.225e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  139  i03j08k07       345    507    1.289e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  140  i03j08k07       151    172    1.217e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  141  i02j08k07        57     39    8.889e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  142  i02j08k07       370    170    7.314e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  143  i02j08k07       771    168    7.647e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  144  i02j08k07       414    589    6.425e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  145  i02j08k07       339    631    7.394e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  146  i02j08k07       417    178    7.744e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  147  i03j07k07       431    364    1.044e+22    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  148  i03j07k07        77    565    9.647e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  149  i03j07k07       302    543    9.400e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  150  i03j07k07       804    736    1.209e+22    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  151  i03j07k07       586    723    9.670e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  152  i03j07k07       775    460    9.433e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  153  i03j07k07        86    705    9.671e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  154  i03j07k07       506    214    9.046e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  155  i02j07k07       325    126    7.129e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  156  i02j07k07       685    336    7.695e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  157  i02j07k07        40    891    7.011e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  158  i02j07k07       513    700    5.743e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  159  i02j07k07       659    314    7.089e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  160  i02j07k07       405    251    7.202e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  161  i02j07k07        46    547    8.203e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  162  i02j07k07       914    705    6.458e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  163  i02j07k07       753    918    5.828e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  164  i02j07k07       738    705    6.514e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
